id,Business Unit,Job Family,Job Title,description,cost,Status,is_deleted,created_date,modified_date
538,MOTUS,Quality Management,Senior Manager: Warranty Importer,"Develop, align and manage tactical strategy related to warranty policies, ensuring integration between dealer network and OEM/ Importer ensuring operational implementation as well as achievement of business objectives.",3800,,,,
539,MOTUS,Procurement,Senior Manager:Chief Buyer (Beekman),To plan manage and deliver a procurement services through the execution of predefined work objectives as per agreed standard operating procedures.,3800,,,,
540,MOTUS,Manufacturing,Senior Manager:Factory (Beekman),"To develop tactical strategy and associated delivery plans related the business by ensuring the achievement of high level of customer satisfaction, retention and profitability.",3800,,,,
541,MOTUS,Parts,Senior Manager:Technical (Alert),"Provide expertise, advice and support in the tactical planning and implementation of best practice to achieve efficiency and profitability targets.",3800,,,,
542,MOTUS,Parts,Senior Manager:Technical Mould making (Beekman),"To formulate tactical strategy and associated delivery plans related to operations team in the area production, safety, maintenance and quality by ensuring integration and operational implementation through the achievement of business objectives.",3800,,,,
543,MOTUS,Customer Service,Senior Officer: Client Liaison,To provide general and complex customer related support in order to process client liaison transactions accurately and timeously.,2500,,,,
544,MOTUS,Sales,Senior Sales Executive: Vehicles,"To create, deliver and maintain above average sales and process vehicle transactions accurately and timeously through the execution of predefined work objectives as per agreed standard operating procedures. To support sales manager with daily tasks and duties.",2500,,,,
545,MOTUS,Parts,Senior Specialist: Accessory Development,"To provide expertise, advice and support to in the development of new accessories and associated service delivery processes, in order to continuously enhance service delivery, reach performance targets and maximise profits.",2500,,,,
546,MOTUS,Business Planning and Analytics,Senior Specialist: Advertising,"To provide expertise, advice and support to develop advertising and below the line operational implementation plans and / or associated service delivery processes, in order to continuously enhance service delivery and reach performance targets.",2500,,,,
547,MOTUS,"Repairs, Servicing and Support Services",Senior Specialist: Aftersales (Hyundai) Technical,"To provide expertise, advice and support to develop operational implementation plans and / or associated service delivery processes, in order to continuously enhance service delivery and reach performance targets.",2500,,,,
548,MOTUS,Marketing and Communications,Senior Specialist: Auctions and Marketing,"To provide expertise, advice and support to develop operational marketing implementation plans and associated service delivery processes, in order to continuously enhance service delivery and growing customer base to reach performance targets",2500,,,,
549,MOTUS,Finance,Senior Specialist: Auditor,"To provide an effective auditing service, advice and support in order to increase operational compliance. Review policies and procedures relating to the area of responsibility in compliance with specific rules and policies.",2500,,,,
550,MOTUS,Business Planning and Analytics,Senior Specialist: Business Development,To provide expertise to generate new business and acquire new customers in order to achieve defined sales targets.,2500,,,,
551,MOTUS,Sales,Senior Specialist: Business Development (Car Rental),"Provide expertise, advice and support to the dealer network in terms of sales functions and methods to assist the dealer in achieving targets and performance objectives according to OEM standards.",2500,,,,
552,MOTUS,Business Planning and Analytics,Senior Specialist: Business Development (Hyundai),"To plan, manage and monitor sales activities and processes for the dealership and OEM/distributor in order to deliver on approved operational plans and to continuously enhance service delivery",2500,,,,
553,MOTUS,Sales,Senior Specialist: Business Development (Training Academy),"To plan, manage and monitor sales activities and processes for the centre's training programmes in order to deliver on approved operational plans and to continuously enhance service delivery,",2500,,,,
554,MOTUS,Sales,Senior Specialist: Business Development Aftersales Importer,"Provide expertise, advice and support to the dealer network in terms of After-sales functions and methods to assist the dealer in achieving performance objectives according to OEM standards.",2500,,,,
555,MOTUS,Sales,Senior Specialist: Business Development New Vehicles,"Provide expertise, advice and support to the dealer network in terms of sales functions and methods to assist the dealer in achieving performance objectives according to OEM standards.",2500,,,,
556,MOTUS,Human Capital,Senior Specialist: Competency,"To provide expertise, advice and support through planning, developing and delivering competency specialist programmes to continuously enhance service delivery and reach performance targets.",2500,,,,
557,MOTUS,"Legal, Risk and Compliance",Senior Specialist: Compliance (Car Rental),"To monitor business processes and policies in order to achieve consistency, maintain high levels of operational compliance and mitigate potential risk within area of accountability by providing expert advice and support to ensure continuous improvement.",2500,,,,
558,MOTUS,Insurance and related financial services,Senior Specialist: Compliance Auditor (Fais Compliance),"To provide an effective auditing service, advice and support in order to increase operational compliance. Review policies and procedures relating to the area of responsibility in compliance with specific rules and policies.",2500,,,,
559,MOTUS,Marketing and Communications,Senior Specialist: Creative Studio,"Provide expertise, advice and support of all creative studio marketing management activities and processes in order to deliver on approved creative studio operational plans and to continuously enhance service delivery.",2500,,,,
560,MOTUS,Sales,Senior Specialist: Dealer Development,"Provide expertise, advice and support to develop Dealer operational implementation plans and / or associated service delivery processes, in order to continuously enhance service delivery and reach Dealer performance targets.",2500,,,,
561,MOTUS,Marketing and Communications,Senior Specialist: Digital Marketing,"Establish strategic Digital Marketing goals and performance indicators, including predicting trends, positioning products in the market, and developing the plan that can be rolled out to operational implementation in collaboration with relevant functional departments and key stakeholders.",2500,,,,
562,MOTUS,Marketing and Communications,Senior Specialist: Ecommerce (Car Rental),"Drive the strategic E-commerce and Digital Marketing objectives by means of predictive trends, market positioning, and developing the operational plans in collaboration with relevant functional departments and key stakeholders to ensure successful implementation which reflects increase in revenue.",2500,,,,
563,MOTUS,Finance,Senior Specialist: Finance,"To provide an effective finance service, advice and support in order to increase operational compliance. Review policies and procedures relating to thefinance in compliance with specific rules and policies.",2500,,,,
564,MOTUS,Sales,Senior Specialist: Fleet Sales,"Establish and maintain strong business relationships with fleet customers in order to promote fleet sales, in line with predefined work objectives and agreed standard operating procedures.",2500,,,,
565,MOTUS,Human Capital,Senior Specialist: Human Resources,"Provide human resources expertise and advice to support the development of operational implementation plans and associated service delivery processes, methods and techniques.",2500,,,,
566,MOTUS,Human Capital,Senior Specialist: Human Resources and Development,"Provide human resources and development expertise and advice to support the development of operational implementation plans and associated service delivery processes, methods and techniques.",2500,,,,
567,MOTUS,Business Planning and Analytics,Senior Specialist: Industrial Engineer,"To provide expertise, advice and support to map and record all processors. Develop and implement standard processors and applicable models in order to continuously enhance service delivery and reach performance targets.",2500,,,,
568,MOTUS,Information Technology,Senior Specialist: Informtion Technology,"To solve information technology related problems and to maintain the integrity thereof. Provide expertise, advice and support to business in order to achieve efficiency and profitability targets.",2500,,,,
569,MOTUS,Human Capital,Senior Specialist: Job Architect,"To provide expertise, advice and support through planning, developing and delivering job architectural programmes to continuously enhance service delivery and reach performance targets.",2500,,,,
570,MOTUS,Human Capital,Senior Specialist: Job Profiler,"To provide expertise, advice and support through planning, developing and delivering accurate job profiles to continuously enhance service delivery and reach performance targets.",2500,,,,
571,MOTUS,Operations,Senior Specialist: Key Accounts,"To provide expertise, advice and support to develop operational implementation plans and associated service delivery processes, in order to continuously enhance service delivery and growing customer base to reach performance targets.",2500,,,,
572,MOTUS,Sales,Senior Specialist: Key Accounts - Franchise,Ensure that all franchises standard operating procedures are in place and managed according to the franchise agreement.,2500,,,,
573,MOTUS,Operations,Senior Specialist: Key Accounts - Panelshops,"To provide expertise, advice and support to the panelshops by developing operational implementation plans and associated service delivery processes, in order to continuously enhance service delivery and growing customer base to reach performance targets.",2500,,,,
574,MOTUS,Sales,Senior Specialist: Key Accounts - Technical Franchise,Ensure that all franchises are technically compliant and are able to deliver quality of workmanship that is according to the franchise agreement.,2500,,,,
575,MOTUS,"Legal, Risk and Compliance",Senior Specialist: Legal Counsel and Property Administration,"To provide expertise, legal advice and support to business, to assist with litigation, dispute resolution , settlement negotiation and provide assistance with all property related matters.",2500,,,,
576,MOTUS,Finance,Senior Specialist: Management Accountant - Importer/Distribution,"To plan, manage and monitor the implementation of all financial management practices, activities and processes in order to deliver on approved operational financial plans and to continuously enhance service delivery.",2500,,,,
577,MOTUS,Marketing and Communications,Senior Specialist: Marketing Research (Renault),"Provide expertise, advice and support with market research including customer demand trends, products and services (competitors and own), evaluation of markets and economic trends in line with set OEM/Importer standards and business objectives.",2500,,,,
578,MOTUS,"Repairs, Servicing and Support Services",Senior Specialist: Master Technician,"To coordinate, plan and deliver daily team tasks in the workshop for repairs, servicing and supporting services function in line with expected quality standards and housekeeping as per agreed standard operating procedures.",2500,,,,
579,MOTUS,Quality Management,Senior Specialist: National Importer Warranty,"Provide expertise, advice and support with the implementation of all warranty claim handling, activities and processes for multiple brands driven by end to end process accountability in order to deliver on warranty targets, quality standards and approved functional targets as per OEM’s warranty policies and procedures by efficiently managing warranty claims as a central user at Importer level, to maintain good relationships with dealer network and multiple OEM’s.",2500,,,,
580,MOTUS,Marketing and Communications,Senior Specialist: Product,"Provide expertise, advice and support in the specification, development and production of product and pricing strategies, objectives, and promotions for product lines throughout the product lifecycle, from planning to execution in line with set standards and business objectives. Provide product information to OEM/Importer.",2500,,,,
581,MOTUS,Marketing and Communications,Senior Specialist: Public Relations,"Provide expertise, advice and support to develop public relations operational implementation plans and / or associated service delivery processes, in order to continuously enhance service delivery and performance targets. Create and maintain a favorable public image for the business by implementing and managing effective Public Relations activities and communication programs.",2500,,,,
582,MOTUS,Human Capital,Senior Specialist: Recruitment,"Provide recruitment expertise and advice to support the development of operational implementation plans and associated service delivery processes, methods and techniques.",2500,,,,
583,MOTUS,Sales,Senior Specialist: Regional Fleet Sales,"Establish and maintain strong business relationships with fleet customers in order to promote and support fleet sales through the dealer network, in line with predefined work objectives and agreed standard operating procedures.",2500,,,,
584,MOTUS,Sales,Senior Specialist: Regional Sales (Emerging Brands),"To provide expertise, advice and support to develop sales above and below the line operational implementation plans and / or associated service delivery processes, in order to continuously enhance service delivery and reach performance targets.",2500,,,,
585,MOTUS,Sales,Senior Specialist: Relations,"Provide expertise, advice and support to the dealer network in terms of sales functions and methods to assist the dealer in achieving targets and performance objectives according to OEM standards.",2500,,,,
586,MOTUS,Sales,Senior Specialist: Relationships (Car Rental),"To provide expertise, advice and support to develop operational implementation plans and associated service delivery processes, in order to continuously enhance service delivery and reach performance targets.",2500,,,,
587,MOTUS,"Legal, Risk and Compliance",Senior Specialist: Risk Management (Car Rental),"To provide expertise, advice and support with regard to the planning managing and implementation of vehicles and rental risk management processes in order to deliver on approved operational risk management plans and interventions, in order to mitigate risk and the probability of unforeseen events.",2500,,,,
588,MOTUS,Sales,Senior Specialist: Sales (AAAS),"To provide expertise, advice and support to develop sales implementation plans and / or associated service delivery processes, in order to continuously enhance service delivery and reach performance targets. To transform the brand's online presence, through digital content, to achieve superior customer engagement.",2500,,,,
589,MOTUS,Marketing and Communications,Senior Specialist: Social Media,"To provide expertise, advice and support to develop social media operational implementation plans and / or associated service delivery processes, in order to continuously enhance service delivery and reach performance targets. To transform the brand's online presence, through social media and digital content, to achieve superior customer engagement by strategically exploiting all aspects of the social media marketing roadmap.",2500,,,,
590,MOTUS,Warehouse,Senior Specialist: Supply Chain Optimisation,"Provide expertise, advice and support to create efficiencies within warehouse and supply chain, according to set standards in order to continuously enhance service delivery and meet business objectives.",2500,,,,
591,MOTUS,Human Capital,Senior Specialist: Talent Management,"Provide talent management expertise and advice to support the development of operational implementation plans and associated service delivery processes, methods and techniques.",2500,,,,
592,MOTUS,Human Capital,Senior Specialist: Talent Management (Car Rental),"Provide expertise and advice in the development and implementation of talent acquisition and development strategies to ensure that resourcing requirements are met, and top talent are identified, attracted and retained to meet dynamic business needs.",2500,,,,
593,MOTUS,"Repairs, Servicing and Support Services",Senior Specialist: Technical (Hyundai),"To provide an effective technical assistance and compliance standards to entire dealer network as per approved work objectives and policies in order to deliver on operational plans. Investigate, analyse and report on vehicle defects and escalate to OEM to continuously enhance service delivery.",2500,,,,
594,MOTUS,Human Capital,Senior Specialist: Training and Development,"To provide expertise, advice and support through planning, developing and delivering training and development programmes to continuously enhance service delivery and reach performance targets",2500,,,,
595,MOTUS,Human Capital,Senior Specialist: Transformation (Car Rental),Provide expertise and advice on B-BBEE and transformation in support of the company’s transformation strategy which is aligned to the latest legislative and regulatory codes.,2500,,,,
596,MOTUS,Administration,Senior Specialist: Warranty - Regional,To ensure that the dealer network is adhering to and respecting the warranty standards and requirements as laid out by the various importers. To ensure warranties and maintenance plans are managed at the highest levels to avoid any forms of risks,2500,,,,
597,MOTUS,Quality Management,Senior Specialist: Warranty Auditor Importer,"To provide an effective warranty auditing service, advice and support in order to increase dealer operational compliance. Reviews policies and procedures relating to the area of responsibility, which may include dealership practices relative to warranty claims in compliance with specific rules and policies.",2500,,,,
598,MOTUS,Quality Management,Senior Specialist: Warranty Auditor Importer (Warranty Hub),"To provide an effective warranty auditing service, advice and support in order to increase dealer operational compliance. Reviews policies and procedures relating to the area of responsibility, which may include dealership practices relative to warranty claims in compliance with specific rules and policies.",2500,,,,
599,MOTUS,Business Planning and Analytics,Senior Specialist:Projects (Alert),"To provide expertise, advice and support of specific projects, activities and processes in order to deliver on approved operational plans and to continuously enhance service delivery.",2500,,,,
600,MOTUS,Quality Management,Senior Speciallist: Process Engineer,"To provide expertise, advice and support to map and record all processes. Develop and implement standard processes and applicable models in order to continuously enhance service delivery and reach performance targets.",2500,,,,
601,MOTUS,"Repairs, Servicing and Support Services",Specialist Advisor: Technical Service Importer,To provide the dealer network with both remote technical assistance and onsite technical support to resolve product/diagnostic concerns.,2500,,,,
602,MOTUS,Sales,Specialist: Fleet Sales,"To provide expertise, advice and support to enhance fleet sales by finding new business opportunities, in order to continuously enhance service delivery and maximise profits.",2500,,,,
603,MOTUS,Business Planning and Analytics,Specialist: Business Analyst,"To provide business analyst advice and support to increase operational quality and turnaround time, through the execution of predefined work objectives as per agreed standard operating procedures",2500,,,,
604,MOTUS,Sales,Specialist: Business Development Pre-Owned,"Provide expertise, advice and support to the dealer network in terms of sales functions and methods to assist the dealer in achieving targets and performance objectives according to OEM standards.",2500,,,,
605,MOTUS,Administration,Specialist: Cateloque,"To provide advice and support to increase operational quality and turnaround time, through the execution of predefined work objectives as per agreed standard operating procedures",2500,,,,
606,MOTUS,Marketing and Communications,Specialist: Clutch Products,"To deliver on daily tasks based on standard operating procedures through the resolution of complex problems. Providing advice to teams or clients and applying delegated discretion to improve quality, cycle time and client satisfaction.",2500,,,,
607,MOTUS,Customer Service,Specialist: Coordinator - Client Liaison,"To provide advice and support to increase operational quality and turnaround time, through the execution of predefined work objectives as per agreed standard operating procedures to ensure excellent customer relations.",2500,,,,
608,MOTUS,Information Technology,Specialist: Desktop Support,"To provide technical advice and desktop support to increase operational quality and turnaround time, as per agreed standard operating procedures.",2500,,,,
609,MOTUS,Information Technology,Specialist: Developer,"Design and develop IT programs, products and systems as required to increase operational quality and turnaround time, as per agreed standard operating procedures.",2500,,,,
610,MOTUS,Information Technology,Specialist: Developer,"Design and develop IT programs, products and systems as required to increase operational quality and turnaround time, as per agreed standard operating procedures.",2500,,,,
611,MOTUS,Marketing and Communications,Specialist: E-Commerce (Car Rental),"To maintain, monitor and improve the performance of the E-commerce infrastructure in order to support the E-commerce strategy.",2500,,,,
612,MOTUS,Business Planning and Analytics,Specialist: ERP Analyst,"To provide ERP analyst advice and support to increase operational quality and turnaround time, through the execution of predefined work objectives as per agreed standard operating procedures",2500,,,,
613,MOTUS,Business Planning and Analytics,Specialist: ERP Analyst (Alert),"To provide ERP analyst advice and support to increase operational quality and turnaround time, through the execution of predefined work objectives as per agreed standard operating procedures",2500,,,,
614,MOTUS,Finance,Specialist: Finance,"To provide advice and support to increase operational quality and turnaround time, through the execution of predefined work objectives as per agreed standard operating procedures.",2500,,,,
615,MOTUS,Marketing and Communications,Specialist: Graphic Design,"To execute graphic design deliverables and provide advice and support to increase operational quality and turnaround time, through the execution of predefined work objectives as per agreed standard operating procedures.",2500,,,,
616,MOTUS,Information Technology,Specialist: Higher Gear Support,"To provide system advice and support to increase operational quality and turnaround time, through the execution of predefined work objectives as per agreed standard operating procedures.",2500,,,,
617,MOTUS,Human Capital,Specialist: Human Resources,"To provide advice and support to increase human capital operational quality and turnaround time, through the execution of predefined work objectives as per agreed standard operating procedures",2500,,,,
618,MOTUS,Information Technology,Specialist: Information Technology,"To provide system advice and support to increase operational quality and turnaround time, through the execution of predefined work objectives as per agreed standard operating procedures.",2500,,,,
619,MOTUS,Information Technology,Specialist: Information Technology,"To provide system advice and support to increase operational quality and turnaround time, through the execution of predefined work objectives as per agreed standard operating procedures.",2500,,,,
620,MOTUS,Quality Management,Specialist: Inspector,"To provide an effective inspection service, advice and support in order to ensure business and operational compliance with specific rules and policies.",2500,,,,
621,MOTUS,Parts,Specialist: Inventory Analyst,"To provide specialist inventory analyst advice and support to increase operational quality and turnaround time, through the execution of predefined work objectives as per agreed standard operating procedures",2500,,,,
622,MOTUS,Information Technology,Specialist: IT Administrator,To deliver specialised IT administrative system support in order to process administrative and related transactions accurately and timeously through the execution of predefined work objectives as per agreed standard operating procedures.,2500,,,,
623,MOTUS,Information Technology,Specialist: IT Developer (Reports),"Design and develop IT reports and systems as required to increase operational quality and turnaround time, as per agreed standard operating procedures.",2500,,,,
624,MOTUS,Information Technology,Specialist: IT Technician,"To provide technical advice and IT technical support to increase operational quality and turnaround time, as per agreed standard operating procedures.",2500,,,,
625,MOTUS,Human Capital,Specialist: Job Profiler,"To provide efficient coordination, delivery and assistance with relevant job profiles in an effective and engaging manner through the execution of predefined work objectives.",2500,,,,
626,MOTUS,Quality Management,Specialist: Mechanic,Maintains and repairs vehicles and ensures service operations by inspecting and maintaining vehicles as per OEM standards,2500,,,,
627,MOTUS,Quality Management,Specialist: Mouldmaker,To deliver mould making services in order to complete work accurately and timeously through the execution of predefined work objectives as per agreed standard operating procedures.,2500,,,,
628,MOTUS,Sales,Specialist: Pricing and Administration Analyst,"To deliver on daily pricing and administrative tasks based on standard operating procedures through the resolution of complex problems. Providing advice to teams or clients and applying delegated discretion to improve quality, cycle time and client satisfaction.",2500,,,,
629,MOTUS,Quality Management,Specialist: Process Design,"To provide expertise, advice and support to develop process design operational implementation plans and / or associated service delivery processes in order to continuously enhance service delivery, updated information and to reach performance targets.",2500,,,,
630,MOTUS,Marketing and Communications,Specialist: Public Relations,"Provide advice and support to develop public relations operational implementation plans and / or associated service delivery processes, in order to continuously enhance service delivery and performance targets. Create and maintain a favorable public image for the business by implementing and managing effective Public Relations activities and communication programs.",2500,,,,
631,MOTUS,Human Capital,Specialist: Recruitment (Car Rental),"Provide recruitment expertise and advice to support the development of operational implementation plans and associated service delivery processes, methods and techniques.",2500,,,,
632,MOTUS,"Legal, Risk and Compliance",Specialist: Risk Management (Car Rental),"To provide expertise, advice and support with regard to the planning managing and implementation of vehicles and rental risk management processes in order to deliver on approved operational risk management plans and interventions, in order to mitigate risk and the probability of unforeseen events.",2500,,,,
633,MOTUS,Sales,Specialist: Sales (Alert),Provide expertise sales delivery to business in order to achieve sales targets and performance objectives.,2500,,,,
634,MOTUS,Human Capital,Specialist: Skills Development Facilitator,"To provide efficient coordination, delivery and assistance with relevant skills development facilitator activities in an effective and engaging manner through the execution of predefined work objectives.",2500,,,,
635,MOTUS,Marketing and Communications,Specialist: Social Media,"To provide expertise, advice and support to develop social media operational implementation plans and / or associated service delivery processes, in order to continuously enhance service delivery and reach performance targets. To transform the brand's online presence, through social media and digital content, to achieve superior customer engagement by strategically exploiting all aspects of the social media marketing roadmap.",2500,,,,
636,MOTUS,Information Technology,Specialist: Systems Administrator (Engineer),"To provide technical advice and IT engineering activities to increase operational quality and turnaround time, as per agreed standard operating procedures.",2500,,,,
637,MOTUS,Human Capital,Specialist: Technical Training,"To provide efficient coordination, delivery and assessment of relevant training programs in an effective and engaging manner through the execution of predefined work objectives.",2500,,,,
638,MOTUS,Human Capital,Specialist: Training,"To provide training, development and assessment services to improve operational quality and turnaround time and service delivery, through the execution of predefined work objectives as per agreed standard operating procedures",2500,,,,
639,MOTUS,"Legal, Risk and Compliance",Specialist:Legal Advisor,"To provide expertise and advice on all legal risk and compliance management processes and practices in order to deliver on approved operational risk management plans and interventions, in order to continuously enhance service delivery and to mitigate potential risks.",2500,,,,
640,MOTUS,"Repairs, Servicing and Support Services",Specialist:Technical (Alert),"To plan, manage and monitor technical assistance and compliance standards as per approved work objectives and policies in order to deliver on operational plans.",2500,,,,
641,MOTUS,"Repairs, Servicing and Support Services",Spray Painter,To provide a spray painting service effectively and efficiently to increase operational quality and turnaround time through the execution of predefined work objectives as per agreed standard operating procedures.,2500,,,,
642,MOTUS,Warehouse,Storekeeper,To deliver a service in order to process all storekeeping transactions accurately and timeously through the execution of predefined work objectives as per agreed standard operating procedures.,2500,,,,
643,MOTUS,"Repairs, Servicing and Support Services",Stripper,"To deliver vehicle stripping activities in order to process repairs, servicing and support transactions accurately and timeously through the execution of predefined work objectives as per agreed standard operating procedures.",2500,,,,
644,MOTUS,"Repairs, Servicing and Support Services",Supervisor: (Generic),"To coordinate, plan and deliver daily team tasks in the area of accountability, as per agreed standard operating procedures.",2500,,,,
645,MOTUS,"Repairs, Servicing and Support Services",Supervisor: Dispatch (Alert),"To coordinate, plan and deliver daily team tasks in area of accountability, as per agreed standard operating procedures.",2500,,,,
646,MOTUS,"Repairs, Servicing and Support Services",Supervisor: Washbay,"To coordinate, plan and deliver daily team tasks in the washbay function,as per agreed standard operating procedures.",2500,,,,
647,MOTUS,Administration,Team Lead: Administration,To perform administrative team leader services to against agreed standard operating procedures.,2500,,,,
648,MOTUS,Administration,Team Lead: Parts,To perform and arrange parts team leader activities and services to against agreed standard operating procedures.,2500,,,,
649,MOTUS,"Repairs, Servicing and Support Services","Team Lead: Repairs, Servicing and Support Services","To deliver repairs, servicing and support advise in order to process transactions accurately and timeously through the execution of predefined work objectives as per agreed standard operating procedures.",2500,,,,
650,MOTUS,Administration,Team Lead: Shipping,To perform shipping team leader services to against agreed standard operating procedures.,2500,,,,
651,MOTUS,"Repairs, Servicing and Support Services",Team Lead: Valet,"To deliver valet servicing and support advise in order to process repairs, servicing and support transactions accurately and timeously through the execution of predefined work objectives as per agreed standard operating procedures.",2500,,,,
652,MOTUS,Customer Service,Team Leader: Call Centre,"To coordinate, plan, deliver daily team tasks in the call center environment as per agreed standard operating procedures in order to maximize profitability and to ensure customer satisfaction.",2500,,,,
653,MOTUS,Customer Service,Team Leader: Call Centre,"To coordinate, plan and deliver daily team tasks in the call centre to approved call centres function, as per agreed standard operating procedures",2500,,,,
654,MOTUS,Parts,Team Leader: Parts,To deliver a supervisory service in order to process parts transactions accurately and timeously through the execution of predefined work objectives as per agreed standard operating procedures.,2500,,,,
655,MOTUS,Administration,Team Leader: Administration,To perform administrative supervisory services to against agreed standard operating procedures.,2500,,,,
656,MOTUS,Administration,Team Leader: Administration (Stock),"To coordinate, plan and deliver daily stock administration team tasks through the execution of pre-defined objectives as per agreed standard operating procedures.",2500,,,,
657,MOTUS,"Repairs, Servicing and Support Services",Team Leader: Assembler - APEX,To deliver team work in order to process assemble manufactured products accurately and timeously through the execution of predefined work objectives as per agreed standard operating procedures.,2500,,,,
658,MOTUS,Administration,Team Leader: Auto Auctions,"To coordinate, plan and deliver daily team tasks in the auctions services function, as per agreed standard operating procedures.",2500,,,,
659,MOTUS,Operations,Team Leader: Business AAAS,"To coordinate, plan and deliver daily team tasks through the execution of pre-defined objectives as per agreed standard operating procedures",2500,,,,
660,MOTUS,Operations,Team Leader: Business Travel and Leasure,"To coordinate, plan and deliver daily travel team tasks through the execution of pre-defined objectives as per agreed standard operating procedures.",2500,,,,
661,MOTUS,Workplace and Facilities,Team Leader: Facilities,"To coordinate, deliver, manage and monitor the implementation of all facilities related security, inventory, maintenance and all other applicable activities and processes to continuously enhance service delivery.",2500,,,,
662,MOTUS,Finance,Team Leader: Finance,"To coordinate, plan and deliver daily finance team tasks through the execution of pre-defined objectives as per agreed standard operating procedures.",2500,,,,
663,MOTUS,Finance,Team Leader: Finance and Insurance,"To coordinate, plan and deliver daily finance and insurance team tasks through the execution of pre-defined objectives as per agreed standard operating procedures.",2500,,,,
664,MOTUS,Operations,Team Leader: Fleet,"To coordinate, plan and deliver daily team tasks through the execution of standard operating procedures in the context of quality and service standards and agreed daily and weekly operating targets.",2500,,,,
665,MOTUS,Operations,Team Leader: Fleet,"To coordinate, plan and deliver daily fleet operational activities and tasks through the execution of standard operating procedures in the context of quality and service standards and agreed daily and weekly operating targets.",2500,,,,
666,MOTUS,Information Technology,Team Leader: Information Technology,"To coordinate, plan and deliver daily team tasks in the information technology support services to approved service centres,as per agreed standard operating procedures.",2500,,,,
667,MOTUS,Warehouse,Team Leader: Logistics and Line Supply,To deliver team work and logistical support services to ensure that logistical transactions are accurately and timely processed as per agreed standard operating procedures in order to maximise profitability.,2500,,,,
668,MOTUS,Operations,Team Leader: Operations,"To coordinate, plan, deliver and supervise daily team tasks and the execution of standard operating procedures, resulting in the achievement of quality and service standards, agreed daily and weekly operating targets, and effective cost and productivity management.",2500,,,,
669,MOTUS,"Repairs, Servicing and Support Services",Team Leader: Paintshop,"To coordinate, plan and deliver daily team tasks in the paint shop services function,as per agreed standard operating procedures.",2500,,,,
670,MOTUS,Sales,Team Leader: Products,"To coordinate, plan and deliver daily sales team tasks through the execution of pre-defined objectives as per agreed standard operating procedures.",2500,,,,
671,MOTUS,Quality Management,Team Leader: Quality Assurance,"Monitor, report, on technical team work performed and implement remedial against quality set standard operating procedures.",2500,,,,
672,MOTUS,"Repairs, Servicing and Support Services",Team Leader: Quality Centre,"To coordinate, plan and deliver daily team tasks in the quality centre and support services function,as per agreed standard operating procedures.",2500,,,,
673,MOTUS,Quality Management,Team Leader: Quality Control,"Monitor, report, on technical team work performed and implement remedial against set standard operating procedures.",2500,,,,
674,MOTUS,"Repairs, Servicing and Support Services",Team Leader: Regional Service Management - Technical,"To coordinate, plan and deliver daily team tasks in the repairs, servicing and support services to approved service centres,as per agreed standard operating procedures.",2500,,,,
675,MOTUS,Operations,Team Leader: Reservations,"To coordinate, plan and deliver daily reservation team tasks through the execution of pre-defined objectives as per agreed standard operating procedures.",2500,,,,
676,MOTUS,Sales,Team Leader: Sales,"To coordinate, plan and deliver daily sales team tasks through the execution of pre-defined objectives as per agreed standard operating procedures.",2500,,,,
677,MOTUS,Sales,Team Leader: Virtual Showroom,"To coordinate, plan and deliver daily team tasks through the execution of internet sales objectives as per agreed standard operating procedures.",2500,,,,
678,MOTUS,Warehouse,Team Leader: Warehouse,"To coordinate, plan and deliver daily team tasks for the parts warehouse function through the execution of pre-defined objectives as per agreed standard operating procedures.",2500,,,,
679,MOTUS,"Repairs, Servicing and Support Services","Technical Administrator: Repairs, Servicing and Support Services","To deliver technical administrative support in order to process repairs, servicing and support transactions accurately and timeously through the execution of predefined work objectives as per agreed standard operating procedures.",2500,,,,
680,MOTUS,Quality Management,Technical Advisor (EA),"Provide technical guidance, specialised advice and support to the CEO, associated with the effective project portfolio management for strategic projects and the provision of technical support for strategy execution.",4200,,,,
681,MOTUS,"Repairs, Servicing and Support Services","Technical Advisor: Repairs, Servicing and Support Services","To deliver technical advise and support in order to process repairs, servicing and support transactions accurately and timeously through the execution of predefined work objectives as per agreed standard operating procedures.",2500,,,,
682,MOTUS,"Repairs, Servicing and Support Services","Technical Assistant: Repairs, Servicing and Support Services","To deliver technical assistant support in order to process repairs, servicing and support transactions accurately and timeously through the execution of predefined work objectives as per agreed standard operating procedures.",2500,,,,
683,MOTUS,"Repairs, Servicing and Support Services",Technical: Service Representative (Alert),To deliver technical service representative reports and support in order to process sales activities accurately and timeously through the execution of predefined work objectives as per agreed standard operating procedures.,2500,,,,
684,MOTUS,Information Technology,Technician: IT Support,"To provide technical advice and IT support to increase operational quality and turnaround time, as per agreed standard operating procedures.",2500,,,,
685,MOTUS,Information Technology,Technician: IT Support,"To provide technical advice and IT support to increase operational quality and turn around time, through the execution of predefined work objectives as per agreed standard operating procedures.",2500,,,,
686,MOTUS,"Repairs, Servicing and Support Services",Technician: Service BA Diesel,To provide technical service advice (diesel) and support in order to process transactions accurately and timeously through the execution of predefined work objectives as per agreed standard operating procedures.,2500,,,,
687,MOTUS,"Repairs, Servicing and Support Services",Technician: Electrical,"To deliver electrical services and support in order to process repairs, servicing and diagnostic activities accurately and timeously through the execution of predefined work objectives as per agreed standard operating procedures.",2500,,,,
